time_utc,voltage,current,power
2026-07-16 18:16:17.892000+00:00,13.562304,78.734589,1067.724609
2026-07-16 18:16:19.901000+00:00,13.562696,78.736115,1067.818604
2026-07-16 18:16:21.897000+00:00,13.563477,78.73764,1067.873535
2026-07-16 18:16:23.932000+00:00,13.563868,78.733444,1067.957764
2026-07-16 18:16:25.932000+00:00,13.564258,78.737259,1067.928467
2026-07-16 18:16:27.935000+00:00,13.56504,78.742218,1068.005371
2026-07-16 18:16:29.936000+00:00,13.56543,78.747177,1068.139648
2026-07-16 18:16:31.909000+00:00,13.565821,78.74527,1068.242188
2026-07-16 18:16:33.947000+00:00,13.566211,78.744125,1068.234863
2026-07-16 18:16:35.950000+00:00,13.566993,78.757858,1068.261719
2026-07-16 18:16:37.957000+00:00,13.567383,78.759766,1068.505859
2026-07-16 18:16:39.955000+00:00,13.567774,78.762817,1068.566895
2026-07-16 18:16:41.920000+00:00,13.568359,78.760529,1068.641357
2026-07-16 18:16:43.950000+00:00,13.568946,78.766251,1068.651123
2026-07-16 18:16:45.957000+00:00,13.569336,78.763199,1068.775635
2026-07-16 18:16:47.961000+00:00,13.569727,78.76091,1068.765869
2026-07-16 18:16:51.931000+00:00,13.570899,78.767776,1068.792725
2026-07-16 18:16:53.968000+00:00,13.571094,78.765106,1068.944092
2026-07-16 18:16:55.973000+00:00,13.571485,78.764343,1068.930664
2026-07-16 18:16:57.980000+00:00,13.572266,78.766632,1068.952637
2026-07-16 18:16:59.984000+00:00,13.572657,78.768158,1069.046631
2026-07-16 18:17:01.957000+00:00,13.573047,78.760147,1069.089355
2026-07-16 18:17:03.993000+00:00,13.573438,78.764343,1069.01001
2026-07-16 18:17:05.997000+00:00,13.574219,78.767776,1069.100342
2026-07-16 18:17:07.994000+00:00,13.574414,78.765488,1069.204102
2026-07-16 18:17:09.999000+00:00,13.574805,78.762436,1069.197998
2026-07-16 18:17:11.972000+00:00,13.575195,78.766632,1069.189453
2026-07-16 18:17:14.010000+00:00,13.575976,78.759766,1069.276123
2026-07-16 18:17:15.982000+00:00,13.576172,78.763199,1069.238281
2026-07-16 18:17:17.984000+00:00,13.576563,78.768921,1069.300537
2026-07-16 18:17:19.986000+00:00,13.576953,78.767014,1069.414062
2026-07-16 18:17:21.988000+00:00,13.577735,78.768921,1069.417725
2026-07-16 18:17:24.022000+00:00,13.578125,78.768158,1069.498291
2026-07-16 18:17:26.017000+00:00,13.578321,78.77121,1069.517822
2026-07-16 18:17:28.025000+00:00,13.579102,78.769302,1069.584961
2026-07-16 18:17:30.025000+00:00,13.579493,78.77121,1069.616699
2026-07-16 18:17:32.003000+00:00,13.579883,78.772736,1069.666748
2026-07-16 18:17:34.027000+00:00,13.580274,78.767776,1069.719238
2026-07-16 18:17:36.032000+00:00,13.580859,78.769302,1069.682617
2026-07-16 18:17:38.033000+00:00,13.58125,78.773499,1069.752197
2026-07-16 18:17:40.036000+00:00,13.581641,78.769302,1069.840088
2026-07-16 18:17:42.016000+00:00,13.582031,78.769684,1069.80957
2026-07-16 18:17:44.035000+00:00,13.582618,78.773117,1069.842529
2026-07-16 18:17:46.035000+00:00,13.582812,78.767014,1069.943848
2026-07-16 18:17:48.039000+00:00,13.583203,78.767395,1069.881592
2026-07-16 18:17:50.025000+00:00,13.583594,78.773117,1069.907227
2026-07-16 18:17:52.023000+00:00,13.584375,78.764343,1070.018311
2026-07-16 18:17:54.044000+00:00,13.584571,78.770828,1069.962158
2026-07-16 18:17:56.045000+00:00,13.584961,78.77655,1070.068359
2026-07-16 18:17:58.052000+00:00,13.585547,78.772736,1070.167236
2026-07-16 18:18:00.047000+00:00,13.585938,78.775787,1070.168457
2026-07-16 18:18:02.033000+00:00,13.586133,78.780746,1070.236816
2026-07-16 18:18:04.054000+00:00,13.586524,78.77655,1070.32959
2026-07-16 18:18:06.057000+00:00,13.58711,78.774643,1070.301514
2026-07-16 18:18:08.063000+00:00,13.587501,78.778076,1070.319824
2026-07-16 18:18:10.059000+00:00,13.587695,78.778458,1070.391846
2026-07-16 18:18:12.049000+00:00,13.588086,78.775787,1070.422363
2026-07-16 18:18:14.065000+00:00,13.588672,78.787613,1070.408936
2026-07-16 18:18:16.052000+00:00,13.588867,78.774643,1070.616455
2026-07-16 18:18:18.058000+00:00,13.589258,78.781509,1070.463867
2026-07-16 18:18:20.063000+00:00,13.589454,78.785706,1070.578613
2026-07-16 18:18:22.065000+00:00,13.590039,78.781128,1070.648193
2026-07-16 18:18:24.103000+00:00,13.590235,78.792191,1070.64209
2026-07-16 18:18:26.109000+00:00,13.590625,78.786469,1070.805664
2026-07-16 18:18:28.113000+00:00,13.591211,78.792572,1070.761719
2026-07-16 18:18:30.111000+00:00,13.591601,78.78952,1070.887451
2026-07-16 18:18:32.075000+00:00,13.591797,78.788376,1070.86792
2026-07-16 18:18:34.113000+00:00,13.592188,78.783798,1070.876465
2026-07-16 18:18:36.124000+00:00,13.592773,78.792191,1070.834961
2026-07-16 18:18:38.114000+00:00,13.592969,78.787994,1071.002197
2026-07-16 18:18:40.125000+00:00,13.59336,78.791809,1070.963135
2026-07-16 18:18:42.089000+00:00,13.59375,78.794861,1071.048584
2026-07-16 18:18:44.122000+00:00,13.594337,78.797531,1071.115723
2026-07-16 18:18:46.137000+00:00,13.594531,78.800964,1071.196289
2026-07-16 18:18:48.130000+00:00,13.594922,78.793716,1071.26709
2026-07-16 18:18:50.105000+00:00,13.595313,78.794098,1071.196289
2026-07-16 18:18:52.111000+00:00,13.595899,78.797531,1071.229248
2026-07-16 18:18:54.159000+00:00,13.596094,78.797913,1071.31958
2026-07-16 18:18:56.144000+00:00,13.596484,78.799057,1071.342773
